pictureName,dateTime,aperture,exposure,make,model,lenseModel,lenseDescription,ISO,APERTURE,WHITE_BALANCE,BRIGHTNESS,CONTRAST,SATURATION,SHARPNESS,SHUTTER_SPEED,DIGITAL_ZOOM_RATIO,IMAGE_WIDTH,IMAGE_HEIGHT,X_RESOLUTION,Y_RESOLUTION,FLASH,METERING_MODE,FOCAL_LENGTH,FOCAL_LENGTH_35MM, EXPOSURE_TIME, EXPOSURE_COMPENSATION, EXPOSURE_PROGRAM, ORIENTATION, COLOR_SPACE,SENSING_METHOD,SOFTWARE,MAKE,MODEL,LENS_MAKE,LENS_MODEL,OWNER_NAME,TITLE,AUTHOR,SUBJECT,KEYWORDS,COMMENT,RATING,RATING_PERCENT,DATE_TIME_ORIGINAL,GPS_LATITUDE,GPS_LATITUDE_REF,GPS_LONGITUDE, GPS_LONGITUDE_REF, GPS_ALTITUDE, GPS_ALTITUDE_REF, GPS_SPEED, GPS_SPEED_REF, GPS_PROCESS_METHOD,GPS_BEARING, GPS_BEARING_REF, GPS_TIMESTAMP, ROTATION, EXIF_VERSION, LENS_ID,COPYRIGHT,ARTIST,SUB_SEC_TIME_ORIGINAL, OBJECT_NAME, CAPTION_ABSTRACT,CREATOR,IPTC_KEYWORDS,COPYRIGHT_NOTICE, FILE_TYPE, FILE_SIZE, AVG_BITRATE, MIME_TYPE, CREATE_DATE, VISION_CONTENT, VISION_TAGS
organisch-abstrakt-Kleinformat-1403n.jpg,2018:07:07 13:49:15,4.99999967114547,0.0125000008221364,SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,400,4.99999967114547,1,5.3453125,0,0,0,0.0125000008221364,1,3049,3041,240,240,16,5,14.23,-,0.0125,0,2,-,1,-,Adobe Photoshop Lightroom Classic 9.0 (Windows),SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,-,-,-,-,-,-,-,-,2018:07:07 13:49:15,-,-,-,-,-,-,-,-,-,-,-,-,-,0231,-,-,-,-,-,-,-,-,-,JPEG,6480287,-,-,2018:07:07 13:49:15,-,table%sitting%piece%wooden%food%cake%plate%brown%fork%yellow%cut%baseball%white%cheese%umbrella%pizza%
organisch-abstrakt-Kleinformat-1415n.jpg,2018:08:24 13:31:00,4.99999967114547,0.0125000008221364,SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,400,4.99999967114547,1,5.3140625,0,0,0,0.0125000008221364,1,2993,3010,240,240,16,5,12.14,-,0.0125,0,2,-,1,-,Adobe Photoshop Lightroom Classic 9.0 (Windows),SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,-,-,-,-,-,-,-,-,2018:08:24 13:31:00,-,-,-,-,-,-,-,-,-,-,-,-,-,0231,-,-,-,-,-,-,-,-,-,JPEG,5340248,-,-,2018:08:24 13:31:00,a blue pool of water,water%blue%man%pool%air%large%board%white%beach%ocean%
organisch-abstrakt-Kleinformat-1404n.jpg,2018:07:07 13:49:27,4.99999967114547,0.0125000008221364,SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,500,4.99999967114547,1,5.19296875,0,0,0,0.0125000008221364,1,3065,3033,240,240,16,5,14.23,-,0.0125,0,2,-,1,-,Adobe Photoshop Lightroom Classic 9.0 (Windows),SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,-,-,-,-,-,-,-,-,2018:07:07 13:49:27,-,-,-,-,-,-,-,-,-,-,-,-,-,0231,-,-,-,-,-,-,-,-,-,JPEG,5208866,-,-,2018:07:07 13:49:27,-,sitting%wooden%brown%photo%wood%black%table%close%white%guitar%red%ball%ramp%man%
organisch-abstrakt-Kleinformat-1401n.jpg,2018:07:07 13:48:52,4.99999967114547,0.0125000008221364,SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,400,4.99999967114547,1,5.525,0,0,0,0.0125000008221364,1,3010,2978,240,240,16,5,14.23,-,0.0125,0,2,-,1,-,Adobe Photoshop Lightroom Classic 9.0 (Windows),SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,-,-,-,-,-,-,-,-,2018:07:07 13:48:52,-,-,-,-,-,-,-,-,-,-,-,-,-,0231,-,-,-,-,-,-,-,-,-,JPEG,5929941,-,-,2018:07:07 13:48:52,a close up of a horse,brown%black%horse%red%
organisch-abstrakt-Kleinformat-1402n.jpg,2018:07:07 13:49:04,4.99999967114547,0.0125000008221364,SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,400,4.99999967114547,1,5.32578125,0,0,0,0.0125000008221364,1,3041,3010,240,240,16,5,14.23,-,0.0125,0,2,-,1,-,Adobe Photoshop Lightroom Classic 9.0 (Windows),SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,-,-,-,-,-,-,-,-,2018:07:07 13:49:04,-,-,-,-,-,-,-,-,-,-,-,-,-,0231,-,-,-,-,-,-,-,-,-,JPEG,5998291,-,-,2018:07:07 13:49:04,a close up of a fruit,fruit%sitting%half%table%food%yellow%white%brown%holding%plant%man%riding%
organisch-abstrakt-Kleinformat-1412n.jpg,2018:08:24 13:30:14,4.99999967114547,0.0125000008221364,SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,400,4.99999967114547,1,5.22421875,0,0,0,0.0125000008221364,1,3005,2991,240,240,16,5,12.14,-,0.0125,0,2,-,1,-,Adobe Photoshop Lightroom Classic 9.0 (Windows),SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,-,-,-,-,-,-,-,-,2018:08:24 13:30:14,-,-,-,-,-,-,-,-,-,-,-,-,-,0231,-,-,-,-,-,-,-,-,-,JPEG,5716680,-,-,2018:08:24 13:30:14,a close up of a green blanket,green%table%items%sitting%blanket%different%bag%close%phone%large%laying%holding%white%bed%fruit%group%bear%stuffed%man%
organisch-abstrakt-Kleinformat-1420n.jpg,2018:08:24 13:34:30,4.99999967114547,0.0125000008221364,SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,800,4.99999967114547,1,4.97421875,0,0,0,0.0125000008221364,1,3049,3025,240,240,16,5,12.14,-,0.0125,0,2,-,1,-,Adobe Photoshop Lightroom Classic 9.0 (Windows),SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,-,-,-,-,-,-,-,-,2018:08:24 13:34:30,-,-,-,-,-,-,-,-,-,-,-,-,-,0231,-,-,-,-,-,-,-,-,-,JPEG,5745126,-,-,2018:08:24 13:34:30,a close up of a map,map%text%coral%
organisch-abstrakt-Kleinformat-1418n.jpg,2018:08:24 13:34:07,4.99999967114547,0.0125000008221364,SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,640,4.99999967114547,1,4.98984375,0,0,0,0.0125000008221364,1,2994,2970,240,240,16,5,12.14,-,0.0125,0,2,-,1,-,Adobe Photoshop Lightroom Classic 9.0 (Windows),SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,-,-,-,-,-,-,-,-,2018:08:24 13:34:07,-,-,-,-,-,-,-,-,-,-,-,-,-,0231,-,-,-,-,-,-,-,-,-,JPEG,5468868,-,-,2018:08:24 13:34:07,a close up of a coral,animal%table%coral%blue%white%
organisch-abstrakt-Kleinformat-0935n.jpg,2018:05:26 17:07:19,4.99999967114547,0.0125000008221364,SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,320,4.99999967114547,1,5.7359375,0,0,0,0.0125000008221364,1,2974,2951,240,240,16,5,14.23,-,0.0125,0,2,-,1,-,Adobe Photoshop Lightroom Classic 9.0 (Windows),SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,-,-,-,-,-,-,-,-,2018:05:26 17:07:19,-,-,-,-,-,-,-,-,-,-,-,-,-,0231,-,-,-,-,-,-,-,-,-,JPEG,3290467,-,-,2018:05:26 17:07:19,-,orange%side%red%sitting%hydrant%covered%fire%painted%street%white%man%riding%
pflanzliches-Kleinformat-1354n.jpg,2018:06:07 13:54:08,4.49999999550119,0.0166666619949537,SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,250,4.49999999550119,1,5.3609375,0,0,0,0.0166666619949537,1,3218,3204,240,240,16,5,9.13,-,0.01666666667,0,2,-,1,-,Adobe Photoshop Lightroom Classic 9.0 (Windows),SONY,DSC-WX220,-,4.5-44.5 mm f/3.3-5.9,-,-,-,-,-,-,-,-,2018:06:07 13:54:08,-,-,-,-,-,-,-,-,-,-,-,-,-,0231,-,-,-,-,-,-,-,-,-,JPEG,6351209,-,-,2018:06:07 13:54:08,graffiti on a blanket,blanket%sitting%holding%covered%horse%drawn%pair%white%graffiti%man%laying%dog%blue%bird%woman%cat%people%carriage%
